track_name,artist_name,artist_genres,track_popularity,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year
"Pop, Lock & Drop It - Video Edit",Huey,"['dirty south rap', 'southern hip hop']",0.583333333333333,0.109375,0.690036900369004,0.625171576391089,1.0,0.683788584321444,0,0.360433604336043,0.0031361354357332,0.0,0.345511482254697,0.648616896293923,0.5573595513067,0.317345248761719,0.75,2007
Heat Waves,Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",0.916666666666667,0.625,0.736777367773678,0.499524865378524,1.0,0.682012385387163,1,0.129900632339657,0.449890494465622,6.80203045685279e-06,0.0742171189979123,0.526861048809142,0.138234397167822,0.274248788869625,0.75,2021
Big Yellow Taxi,Counting Crows,"['neo mellow', 'pop rock', 'post-grunge', 'rock']",0.677083333333333,0.5,0.634686346863469,0.859571322985957,0.0909090909090909,0.80485814411214,1,0.046070460704607,0.0030032093470353,0.0,0.145093945720251,0.859019545017623,0.185775467720336,0.248587176175349,0.75,2003
Halfcrazy,Musiq Soulchild,"['contemporary r&b', 'neo soul', 'r&b', 'urban contemporary']",0.625,0.34375,0.30750307503075,0.758209270404392,1.0,0.7224809178628,0,0.284552845528455,0.472385678706805,1.52284263959391e-06,0.028705636743215,0.406173235074228,0.278020127554065,0.304673469941858,0.5,2002
POPSTAR (feat. Drake),DJ Khaled,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",0.729166666666667,0.609375,0.784747847478475,0.536479780382219,0.454545454545455,0.781959579472901,0,0.430894308943089,0.0582697869941229,0.0,0.117954070981211,0.440350315069956,0.683196541985441,0.199420519205483,0.75,2020
Drops of Jupiter (Tell Me),Train,"['dance pop', 'neo mellow', 'pop', 'pop rock']",0.854166666666667,0.59375,0.392373923739237,0.618836448104741,0.0,0.731841966300226,1,0.0092140921409214,0.156430590955648,0.0,0.138830897703549,0.490547901313681,0.126261286943608,0.315223588824631,0.75,2001
Look Back at It,A Boogie Wit da Hoodie,"['melodic rap', 'rap', 'trap']",0.833333333333333,0.6875,0.773677736777368,0.564987857670784,0.272727272727273,0.769622197686141,0,0.0339656729900632,0.416147718103848,0.0,0.132567849686848,0.532201217558475,0.23891857489492,0.159136131442069,0.75,2019
Amazed,Lonestar,"['contemporary country', 'country', 'country road']",0.71875,0.34375,0.490774907749078,0.518530250237567,0.0909090909090909,0.605299793576881,1,0.0178861788617886,0.265838987037764,0.0,0.107515657620042,0.219267328847592,0.528938331189753,0.278247749372617,0.75,2000
Hate It Or Love It,The Game,"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.854166666666667,0.5625,0.787207872078721,0.774047091120262,0.818181818181818,0.783735778407182,1,0.333333333333333,0.143137982085858,0.0,0.106471816283925,0.424329808821959,0.26504594332993,0.211403825193839,0.75,2005
Lost,Frank Ocean,"['lgbtq+ hip hop', 'neo soul']",0.875,0.765625,0.923739237392374,0.581881533101045,0.727272727272727,0.77840718160434,1,0.367660343270099,0.0277990374310663,0.0005106598984771,0.152400835073069,0.490547901313681,0.417945080152216,0.265110524131458,0.75,2012
Location,Khalid,"['pop', 'pop r&b']",0.8125,0.75,0.706027060270603,0.419279907084785,0.0909090909090909,0.463011857328021,0,0.727190605239386,0.337414573259709,0.0001644670050761,0.0718162839248434,0.307914130086511,0.133301953088744,0.235994911119127,0.75,2017
Thousand Miles,The Kid LAROI,['australian hip hop'],0.75,0.671875,0.263222632226322,0.638897687678175,0.636363636363636,0.78964043972925,1,0.0981029810298103,0.0877180281825803,0.0,0.0703549060542798,0.176545978852932,0.136212360280566,0.130691537020445,0.75,2022
Ruby,Kaiser Chiefs,['modern rock'],0.635416666666667,0.359375,0.355473554735547,0.936648717136522,0.454545454545455,0.877874321924055,0,0.0518518518518519,0.0068682910030203,4.9238578680203e-06,0.0588726513569937,0.438214247570223,0.22140972434002,0.2071372329986,0.75,2007
Exchange,Bryson Tiller,"['kentucky hip hop', 'r&b', 'rap']",0.854166666666667,0.75,0.446494464944649,0.402386231654524,0.545454545454545,0.504488502712304,1,0.293586269196025,0.109395205724084,0.0,0.118997912317328,0.254512442593186,0.66355295084793,0.1885445878278,0.75,2016
Someone You Loved,Lewis Capaldi,"['pop', 'uk pop']",0.927083333333333,0.703125,0.416974169741697,0.372822299651568,0.0909090909090909,0.740626950218424,1,0.0169828364950316,0.767890598965978,0.0,0.0876826722338205,0.43607818007049,0.330632864397566,0.164395676002746,0.75,2019
If We Ever Meet Again (Featuring Katy Perry),Timbaland,"['dance pop', 'pop', 'pop rap']",0.729166666666667,0.65625,0.602706027060271,0.583993242529828,0.727272727272727,0.659401853007537,1,0.0303523035230352,0.0049050749237899,0.0,0.041231732776618,0.380540425077432,0.438032856442011,0.378784176373164,0.75,2010
There You Go,P!nk,"['dance pop', 'pop']",0.59375,0.703125,0.811808118081181,0.839510083412522,0.909090909090909,0.690221304786136,0,0.125022583559169,0.0873090248327406,0.0,0.0252609603340292,0.673181672540852,0.317486309815829,0.204422128874357,0.75,2000
I Fall Apart,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']",0.822916666666667,0.8125,0.484624846248463,0.513250976665611,0.727272727272727,0.753636407277615,0,0.0283649503161698,0.0704376366518536,0.0,0.182672233820459,0.270532948841183,0.556431403227303,0.244270160617803,0.75,2017
In My Mind,Dynoro,['edm'],0.833333333333333,0.453125,0.654366543665437,0.758209270404392,0.545454545454545,0.757140799769574,1,0.228545618789521,0.17994828357143,1.11675126903553e-05,0.10125260960334,0.133824628858272,0.436799745422241,0.169048200855646,0.75,2018
fukumean,Gunna,"['atl hip hop', 'melodic rap', 'rap', 'trap']",0.90625,0.75,0.842558425584256,0.60194277267448,0.0909090909090909,0.689357208007297,0,0.122493224932249,0.121665306219274,0.0,0.275574112734864,0.194702552600662,0.463954706373725,0.0536174883735363,0.75,2023
I'm a Slave 4 U,Britney Spears,"['dance pop', 'pop']",0.729166666666667,0.703125,0.842558425584256,0.835286664554957,0.454545454545455,0.841438241083001,0,0.150858175248419,0.424327785100642,0.000136040609137,0.0897703549060543,0.988251628751469,0.331534493960408,0.205973616945353,0.75,2001
Someday,Nickelback,"['alternative metal', 'canadian rock', 'post-grunge']",0.760416666666667,0.65625,0.360393603936039,0.851124485270827,1.0,0.741587057750468,0,0.0299909665763324,0.0006166748007207,0.0002507614213197,0.213987473903967,0.597351276300331,0.683508134554953,0.21347312240853,0.75,2003
positions,Ariana Grande,['pop'],0.854166666666667,0.90625,0.707257072570726,0.791996621264914,0.0,0.784215832173203,1,0.117976513098464,0.4785207289544,0.0,0.0752609603340292,0.688134145038983,0.556862329121309,0.145320130169849,0.75,2021
Fall for You,Secondhand Serenade,"['neon pop punk', 'piano rock', 'pixie', 'pop punk']",0.697916666666667,0.3125,0.287822878228782,0.421391616513568,0.0,0.671979261677308,1,0.0247515808491418,0.180970791946029,0.0,0.0855949895615866,0.342091210082239,0.725937761041647,0.16718641517045,0.75,2008
Deja Vu (feat. Jay-Z),Beyoncé,"['pop', 'r&b']",0.65625,0.890625,0.592865928659287,0.732868757259001,0.636363636363636,0.776054918150833,1,0.57542908762421,0.0072466191016221,1.23857868020305e-05,0.0556367432150313,0.338887108832639,0.299884644452989,0.277109345000524,0.75,2006
Sweet Disposition,The Temper Trap,"['indietronica', 'modern rock', 'shimmer pop']",0.697916666666667,0.484375,0.453874538745387,0.812057860838349,0.181818181818182,0.686236858528155,1,0.0386630532971996,0.0716646467013726,0.173604060913706,0.107515657620042,0.322866602584642,0.458239966056299,0.25872421135922,0.75,2009
Jackie Chan,Tiësto,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'progressive electro house', 'slap house', 'trance']",0.729166666666667,0.765625,0.719557195571956,0.825783972125436,0.272727272727273,0.875618069223753,0,0.040650406504065,0.382404941742074,0.0,0.0392484342379958,0.693474313788316,0.450721966613188,0.229556235624493,0.75,2018
Riptide,Vance Joy,"['folk-pop', 'modern rock']",0.854166666666667,0.609375,0.396063960639606,0.717030936543132,0.0909090909090909,0.691901492967212,1,0.0278229448961156,0.440687919094229,0.0,0.135699373695198,0.504432340061946,0.276024609183362,0.207292381805699,0.75,2014
Dragostea Din Tei - Original Romanian Version,O-Zone,"['eurodance', 'europop', 'moldovan pop']",0.572916666666667,0.328125,0.787207872078721,0.968324358568261,0.0,0.832989294801018,1,0.0359530261969286,0.185060825444426,0.0,0.0391440501043841,0.684930043789384,0.464504965592225,0.227229003517999,0.75,2004
Like Crazy,Jimin,['k-pop'],0.947916666666667,0.71875,0.574415744157442,0.719142645971914,0.636363636363636,0.751860208343334,1,0.0350496838301716,0.0025430805784657,0.0,0.350730688935282,0.346363345081705,0.397658414988266,0.222731627472199,0.75,2023
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",0.677083333333333,0.71875,0.640836408364084,0.720198500686305,0.363636363636364,0.796121165570544,0,0.011743450767841,0.0011320190215187,0.0141116751269036,0.247390396659708,0.574922567553135,0.306520903220674,0.358795191938468,0.75,2011
Here With Me,d4vd,['bedroom pop'],0.114583333333333,0.671875,0.506765067650676,0.440397001372611,0.363636363636364,0.61917334741491,1,0.0052393857271906,0.546006281677949,9.3502538071066e-05,0.111691022964509,0.267328847591584,0.477359816491865,0.281385633996207,0.75,2023
Sexy Bitch (feat. Akon),David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",0.697916666666667,0.8125,0.800738007380074,0.607222046246436,1.0,0.772358504152465,0,0.0471544715447154,0.0788222053235672,0.0006253807106598,0.11482254697286,0.815230161273096,0.464021002665111,0.190949394337844,0.75,2009
iSpy (feat. Lil Yachty),KYLE,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'viral trap']",0.729166666666667,0.40625,0.718327183271833,0.63467426882061,0.636363636363636,0.689453218760501,1,0.481481481481481,0.386494975240471,0.0,0.217118997912317,0.677453807540318,0.0994245481907743,0.301985516858857,0.75,2017
Skyfall,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",0.885416666666667,0.765625,0.226322263222632,0.528032942667089,0.0,0.683740578944842,0,0.0102981029810298,0.42637280184984,0.0,0.0970772442588727,0.0440029904944996,0.105159177395617,0.366707781100548,0.75,2012
Memories,Maroon 5,['pop'],0.291666666666667,0.765625,0.740467404674047,0.283074648928307,1.0,0.66717872401709,1,0.0579945799457995,0.855826319181511,0.0,0.0638830897703549,0.573854533803268,0.205518503294926,0.178601488652804,0.75,2020
Water,Tyla,[],0.958333333333333,0.6875,0.628536285362854,0.70752824411361,0.272727272727273,0.845470692717584,0,0.0957542908762421,0.0875135265076605,0.0,0.121085594989562,0.514044643810744,0.379002638592397,0.199488396808589,0.75,2023
Call Me When You're Sober,Evanescence,['alternative metal'],0.729166666666667,0.578125,0.354243542435424,0.877520853130609,0.636363636363636,0.816715472132879,1,0.0540198735320687,0.0019602508049441,0.0,0.2839248434238,0.310050197586244,0.221369946565189,0.227514089451045,0.75,2006
Stronger,Kanye West,"['chicago rap', 'hip hop', 'rap']",0.854166666666667,0.90625,0.559655596555966,0.702248970541653,0.909090909090909,0.636023234602275,0,0.235772357723577,0.0057537568747072,0.0,0.403966597077244,0.483071665064616,0.291524682109283,0.41594231567352,0.75,2007
Sweet Lovin' - Radio Edit,Sigala,"['dance pop', 'edm', 'pop dance', 'uk dance']",0.677083333333333,0.5,0.637146371463715,0.842677647555696,0.909090909090909,0.879554510105132,1,0.0787714543812105,0.211646043184005,2.01015228426396e-06,0.331941544885177,0.718039090035245,0.430415412561821,0.203283724502263,0.75,2016
Get Right,Jennifer Lopez,"['dance pop', 'pop', 'urban contemporary']",0.59375,0.625,0.712177121771218,0.746594868546088,0.0,0.768614084777495,0,0.176151761517615,0.0222774922082306,0.0,0.633611691022965,0.346363345081705,0.245727204020207,0.248509601771799,0.75,2005
Calling My Phone,Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap', 'rap']",0.8125,0.65625,0.916359163591636,0.360152043078872,0.363636363636364,0.646680428207959,0,0.0567299006323397,0.461138086586214,1.37055837563452e-06,0.118997912317328,0.175477945103065,0.297869237194871,0.209576947990241,0.75,2021
Blame (feat. John Newman),Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",0.833333333333333,0.78125,0.309963099630996,0.850068630556435,0.0,0.817483558158514,0,0.105329719963866,0.0293327999929651,0.0058274111675126,0.336116910229645,0.331410872583574,0.45084792956682,0.224126027376007,0.75,2014
Earthquake (feat. Tinie Tempah),Labrinth,"['indie poptimism', 'pop']",0.614583333333333,0.65625,0.464944649446494,0.849012775842044,0.0,0.822860160337958,0,0.140018066847335,0.111440222473282,0.0,0.266179540709812,0.235287835095589,0.616900250599981,0.343668183246256,0.75,2011
Call on Me - Radio Mix,Eric Prydz,"['edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",0.791666666666667,0.4375,0.535055350553506,0.828951536268609,0.909090909090909,0.700350439249196,1,0.636856368563686,0.0043529204015063,0.0011675126903553,0.853862212943633,0.437146213820357,0.439696893355786,0.14344864768421,0.75,2004
Save The World,Swedish House Mafia,"['edm', 'pop dance', 'progressive electro house']",0.697916666666667,0.609375,0.424354243542435,0.647344525393306,0.0,0.648504632518842,1,0.0449864498644986,0.0147109302361964,0.0,0.0573068893528184,0.386948627576631,0.443257004203185,0.224859105489553,0.75,2011
THE SCOTTS,THE SCOTTS,[],0.78125,0.328125,0.681426814268143,0.51219512195122,0.0,0.646104363688733,0,0.0522131887985547,0.238231260923585,0.0,0.1419624217119,0.258784577592652,0.463808854532678,0.133011011686584,0.75,2020
Hot In Herre,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",0.802083333333333,0.59375,0.976629766297663,0.73181290254461,1.0,0.785079928952043,0,0.176151761517615,0.210623534809406,0.0,0.0422755741127349,0.933781907508277,0.31196382874342,0.253759449532032,0.75,2002
Life Goes On,Oliver Tree,['alternative hip hop'],0.770833333333333,0.546875,0.661746617466175,0.462569950374828,0.0,0.764245595506697,1,0.0966576332429991,0.190173367317422,0.0,0.100208768267223,0.567446331304069,0.132347286492794,0.124914183316073,0.75,2021
Mercy,Kanye West,"['chicago rap', 'hip hop', 'rap']",0.739583333333333,0.90625,0.493234932349323,0.468905078661176,0.545454545454545,0.562911046037156,0,0.69286359530262,0.0700286333020139,5.88832487309645e-05,0.15866388308977,0.41471750507316,0.530197960726077,0.449789967302389,0.75,2012
Boy's a liar Pt. 2,PinkPantheress,['bedroom pop'],0.8125,0.625,0.656826568265683,0.799387604265653,0.454545454545455,0.617013105467812,1,0.0496838301716351,0.25765892004097,0.0001299492385786,0.236951983298539,0.87504005126562,0.48358503825296,0.0652012861836109,0.75,2023
Higher Love,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",0.770833333333333,0.6875,0.653136531365314,0.661070636680393,0.727272727272727,0.669578992847199,1,0.0178861788617886,0.0154266860984158,5.79695431472081e-06,0.0835073068893528,0.391220762576097,0.291259496943741,0.253811812254429,0.75,2019
Mad,Ne-Yo,"['dance pop', 'pop', 'r&b', 'urban contemporary']",0.739583333333333,0.703125,0.694956949569496,0.630450849963045,0.0,0.756132686860928,1,0.0204155374887082,0.675864845252049,0.0,0.0939457202505219,0.674249706290719,0.463895039711478,0.304751044345408,0.75,2009
DARE,Gorillaz,"['alternative hip hop', 'modern rock', 'rock']",0.802083333333333,0.671875,0.735547355473555,0.88596769084574,1.0,0.732322020066247,0,0.0265582655826558,0.0234022514202897,0.0882233502538071,0.289144050104384,0.991455730001068,0.399402007451703,0.286263124619401,0.75,2005
Low (feat. T-Pain),Flo Rida,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",0.864583333333333,0.6875,0.929889298892989,0.588216661387393,0.909090909090909,0.742499159905909,0,0.102258355916893,0.0948755868047748,0.0,0.123173277661795,0.284417387589448,0.450741855500603,0.259887827412467,0.75,2008
Whatcha Say,Jason Derulo,"['dance pop', 'pop']",0.708333333333333,0.671875,0.55719557195572,0.695913842255306,1.0,0.748883874993999,1,0.100090334236676,0.0453861814741728,0.0,0.129436325678497,0.719107123785112,0.557001551333218,0.24020914059197,0.75,2010
Dance Again (feat. Pitbull),Jennifer Lopez,"['dance pop', 'pop', 'urban contemporary']",0.708333333333333,0.625,0.774907749077491,0.849012775842044,1.0,0.76189333205319,0,0.0803974706413731,0.0162446927980952,2.9238578680203e-06,0.0804801670146138,0.722311225034711,0.450609262917832,0.271266053053135,0.75,2012
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,"['pop', 'uk pop']",0.770833333333333,0.640625,0.119311193111931,0.40660965051209,1.0,0.696942057510441,0,0.0290876242095754,0.104282663851088,1.34010152284264e-06,0.0887265135699374,0.0613051372423369,0.795707978095705,0.27462696408693,0.75,2017
Something Just Like This,The Chainsmokers,['pop'],0.916666666666667,0.703125,0.559655596555966,0.615668883961567,1.0,0.688301089722049,0,0.0166214995483288,0.0509077266970086,1.46192893401015e-05,0.149269311064718,0.43607818007049,0.285074052957478,0.29045214241109,0.75,2017
The Way You Move (feat. Sleepy Brown),Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",0.729166666666667,0.609375,0.872078720787208,0.575546404814697,0.454545454545455,0.776486966540252,0,0.0431797651309846,0.128822864841469,0.0001147208121827,0.0446764091858037,0.637936558795258,0.437422930561264,0.264930163643204,0.75,2004
Rain On Me (with Ariana Grande),Lady Gaga,"['art pop', 'dance pop', 'pop']",0.739583333333333,0.765625,0.627306273062731,0.847956921127653,0.818181818181818,0.832557246411598,1,0.0310749774164408,0.0214594855085512,0.0,0.315240083507307,0.64968493004379,0.417911932006524,0.164471311046207,0.75,2020
Bad (feat. Rihanna) - Remix,Wale,"['pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",0.666666666666667,0.515625,0.793357933579336,0.686411149825784,0.545454545454545,0.69670203062743,0,0.0944896115627823,0.313896880643927,0.0,0.0939457202505219,0.437146213820357,0.358125936435116,0.274291454791577,0.75,2013
My Immortal,Evanescence,['alternative metal'],0.770833333333333,0.578125,0.034440344403444,0.225002639636786,0.818181818181818,0.571311986942538,1,0.0236675700090334,0.88241153692109,0.0,0.117954070981211,0.0676065363665492,0.125916546228404,0.320265925055369,0.75,2004
Unholy (feat. Kim Petras),Sam Smith,"['pop', 'uk pop']",0.84375,0.734375,0.678966789667897,0.443564565515785,0.181818181818182,0.659209831501128,1,0.115447154471545,0.0132794185117575,4.57868020304569e-06,0.255741127348643,0.213927160098259,0.471379891008897,0.115488893284772,0.75,2022
Secreto,Anuel AA,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",0.75,0.796875,0.793357933579336,0.793052475979305,1.0,0.813739138783544,1,0.186991869918699,0.615536851150695,0.0086598984771573,0.120041753653445,0.713766955035779,0.211935984301038,0.313026293844083,0.75,2019
Girl From Rio,Anitta,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",0.572916666666667,0.703125,0.651906519065191,0.619892302819132,0.0,0.690797369305362,1,0.0229448961156278,0.0074204455253039,0.0,0.18580375782881,0.742603866282175,0.530635516249221,0.18817417005085,0.75,2021
Honey Bee,Blake Shelton,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']",0.65625,0.515625,0.392373923739237,0.841621792841305,0.363636363636364,0.766933896596419,1,0.028906955736224,0.0016943986275483,1.51269035532995e-06,0.104384133611691,0.73192352878351,0.964949150744507,0.219781860777218,0.75,2011
White Iverson,Post Malone,"['dfw rap', 'melodic rap', 'pop', 'rap']",0.802083333333333,0.8125,0.6309963099631,0.538591489811002,0.636363636363636,0.644664202390668,1,0.0229448961156278,0.238231260923585,0.0,0.0632567849686848,0.28975755633878,0.464597780400164,0.308629764522898,0.75,2016
Fine China,Chris Brown,"['r&b', 'rap']",0.645833333333333,0.796875,0.605166051660517,0.717030936543132,0.909090909090909,0.784407853679612,0,0.0619692863595303,0.0428299105376748,0.0,0.105427974947808,0.589875040051266,0.291590978400668,0.224591473797306,0.75,2013
"i hate u, i love u (feat. olivia o'brien)",gnash,"['alt z', 'pop']",0.791666666666667,0.390625,0.40590405904059,0.235561186780699,0.545454545454545,0.369977437472997,0,0.501355013550135,0.702450062991628,0.0,0.0835073068893528,0.151981202606002,0.215999946962967,0.297965223394889,0.75,2016
Put Your Records On,Corinne Bailey Rae,"['british soul', 'neo soul', 'pop soul', 'soul']",0.84375,0.453125,0.709717097170972,0.484742899377046,0.818181818181818,0.636695309874706,1,0.0247515808491418,0.170745708200037,1.36040609137056e-06,0.116910229645094,0.538609420057674,0.238792611941288,0.228780491588995,0.75,2006
Cruel Summer,Taylor Swift,['pop'],1.0,1.0,0.479704797047971,0.686411149825784,0.818181818181818,0.739282799673563,1,0.242999096657633,0.119620289470076,2.09137055837563e-05,0.0876826722338205,0.562106162554737,0.729093464511595,0.157154105431372,0.75,2019
Natural,Imagine Dragons,"['modern rock', 'pop', 'rock']",0.854166666666667,0.796875,0.666666666666667,0.590328370816176,0.181818181818182,0.719840622149681,1,0.0332429990966576,0.221871126929997,0.0,0.062839248434238,0.194702552600662,0.265059202588207,0.178564640811118,0.75,2018
Live Your Life,T.I.,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.78125,0.59375,0.261992619926199,0.855347904128392,1.0,0.851807402429072,0,0.420054200542005,0.0725849042385119,0.0,0.198329853862213,0.470255260066218,0.661782839867938,0.468277887028396,0.75,2009
Boy With Luv (feat. Halsey),BTS,"['k-pop', 'k-pop boy group', 'pop']",0.802083333333333,0.796875,0.59409594095941,0.855347904128392,1.0,0.784695885939225,0,0.112014453477868,0.0953868409920744,0.0,0.179540709812109,0.817366228772829,0.397300415014784,0.256732488548079,0.75,2019
